employee_id,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
26999,1,27,5,1,1,0,59,no
5285,1,32,5,7,1,0,52,no
75805,1,28,4,3,0,0,83,no
29699,1,45,3,6,0,0,55,no
27811,1,36,3,8,0,0,65,no
71300,1,41,5,9,1,0,51,no
33396,1,31,1,3,0,0,78,no
53028,1,36,1,3,0,0,50,no
19730,1,51,5,3,0,0,93,yes
47157,2,31,5,6,1,0,78,yes
39678,1,50,2,18,0,0,49,no
40154,1,31,4,6,1,0,71,yes
23948,1,30,,1,1,0,49,no
27431,1,33,3,5,1,0,80,no
69925,1,51,2,19,0,0,61,no
61862,1,53,2,6,0,0,50,no
55959,1,47,1,13,0,0,53,no
69103,1,49,3,3,0,0,49,no
67288,1,29,5,8,1,0,69,no
47213,1,31,4,5,0,0,61,no
67034,1,33,1,5,0,0,80,no
12622,1,30,3,5,1,0,79,yes
4576,1,34,3,3,1,0,56,no
22370,1,20,3,2,0,0,55,no
15157,1,32,4,3,1,0,50,no
48260,1,51,2,10,0,0,80,no
39087,1,28,2,4,0,0,47,no
41039,1,34,5,5,1,0,55,no
39004,1,33,3,9,0,0,81,no
908,1,44,3,11,0,0,54,no
60750,1,35,5,9,0,0,51,no
11277,1,27,,1,0,0,59,no
5332,1,30,5,3,1,0,67,no
9476,1,34,4,9,0,0,87,no
68393,4,29,3,6,0,0,79,no
46806,1,37,5,10,0,1,88,yes
71496,2,33,4,5,1,0,79,no
63222,2,46,5,15,1,0,67,no
15026,1,33,1,6,0,1,54,no
3384,1,38,3,4,1,0,56,no
36953,1,29,4,3,1,0,83,no
39631,1,31,4,4,0,0,64,no
12035,1,55,3,25,0,0,51,no
44721,2,24,,1,0,0,81,no
17727,1,27,3,2,0,0,79,no
74755,1,30,4,5,0,0,57,no
42065,1,33,1,10,0,0,49,no
31302,1,40,5,7,1,0,61,no
46032,1,29,,1,1,0,47,no
46608,1,45,5,13,1,0,59,no
47284,1,32,2,7,0,0,63,no
46708,1,40,4,5,1,0,68,yes
28541,2,33,1,4,0,0,79,no
21849,1,27,,1,0,0,51,no
47353,2,32,4,6,0,0,76,no
74695,1,34,3,8,0,0,79,no
2592,1,33,4,5,1,0,47,no
71569,1,40,3,4,0,0,70,no
22872,3,37,5,10,1,0,91,yes
76536,2,28,,1,0,0,51,no
8048,1,42,1,11,0,0,49,no
20821,1,37,5,3,0,0,46,no
6897,1,40,5,12,0,0,81,no
50581,1,58,4,6,0,0,48,no
65702,1,33,3,7,1,0,71,no
43060,3,33,1,6,0,0,48,no
51337,1,26,1,3,0,0,46,no
2654,1,31,2,6,0,0,64,no
33779,1,36,3,7,1,0,83,no
59741,3,37,4,7,0,0,57,no
14123,1,39,3,6,0,0,64,no
50128,2,43,4,14,0,0,48,no
26219,1,28,5,2,1,0,81,yes
59347,1,36,3,4,1,0,48,no
72448,1,40,4,14,1,0,49,no
14543,1,41,3,11,0,0,72,no
65083,2,25,,1,1,0,68,no
55497,1,27,2,3,0,0,58,no
59578,1,34,5,7,1,0,80,no
74589,2,40,1,11,0,0,50,no
32712,2,29,3,6,1,0,82,no
18521,1,28,4,2,0,0,59,no
8658,1,50,5,7,1,0,58,no
37235,1,36,5,9,0,0,58,no
56864,1,33,5,6,1,0,69,no
58008,1,30,,1,0,0,50,no
39450,1,34,4,4,1,0,81,no
15143,1,38,5,10,0,0,52,no
34799,1,40,3,4,0,0,53,no
54846,2,27,,1,0,0,83,no
16955,1,31,5,5,1,0,60,no
66676,2,32,3,7,0,0,83,no
25228,2,29,4,3,0,0,82,no
58247,2,35,5,8,1,0,48,no
4039,2,42,3,6,1,0,70,no
30310,1,33,4,7,0,0,54,no
7023,1,33,3,5,0,0,90,no
45118,2,35,4,7,0,0,49,no
2695,2,31,1,4,0,0,50,no
18064,3,27,1,4,0,0,61,no
12978,1,52,3,8,1,0,59,no
42682,1,32,3,4,0,0,49,no
5793,1,30,3,2,0,0,61,no
41710,1,40,4,10,0,0,59,no
39365,1,28,,1,0,0,51,no
43588,2,39,1,8,0,0,49,no
66234,1,26,5,2,0,0,51,no
54742,1,31,5,2,1,0,50,no
9743,2,34,2,8,0,0,63,no
57846,1,35,2,6,0,0,52,no
6687,2,31,5,5,1,0,70,yes
26136,1,53,3,16,0,0,58,no
44377,1,28,,1,0,0,46,no
22019,1,37,5,8,1,0,66,no
46188,1,46,3,13,0,0,83,no
72316,2,32,3,6,0,0,62,no
42232,1,45,4,16,1,0,70,no
44949,1,47,5,18,0,0,46,no
29378,3,27,3,3,0,0,73,no
13276,1,34,3,6,0,0,82,no
56449,1,27,5,5,0,0,59,yes
32758,2,43,5,10,1,0,48,no
7879,1,53,3,16,0,0,78,no
29238,1,59,5,13,1,0,52,no
19323,1,32,2,7,0,0,77,no
64133,1,33,3,9,0,0,67,no
69968,1,36,1,9,0,0,50,no
12614,1,30,1,7,0,0,81,no
65327,1,41,3,12,0,0,70,no
62690,1,41,4,3,0,0,48,no
67857,1,25,5,4,0,0,49,no
7509,2,41,5,6,1,0,48,no
38790,1,39,4,15,0,0,55,no
16022,1,31,5,4,0,0,60,no
41200,1,32,5,6,1,0,52,no
50881,1,40,2,9,0,0,78,no
13174,1,37,1,8,0,0,48,no
20935,1,27,4,3,1,0,65,no
60940,1,33,3,5,1,0,60,no
37489,1,31,2,4,0,0,55,no
77528,1,49,4,6,1,0,58,no
73118,2,28,,1,0,0,49,no
2257,1,36,4,10,1,0,86,yes
52048,1,28,,1,1,0,64,no
4279,3,37,4,9,0,0,81,no
46955,1,31,4,4,0,0,70,no
8538,1,44,3,2,0,0,60,no
60631,1,23,,1,0,1,52,no
19351,1,30,3,4,1,0,48,yes
30099,1,23,1,2,0,0,50,no
45411,2,29,1,6,0,0,86,no
23834,1,30,3,6,1,0,88,no
44320,3,35,3,3,1,0,82,no
64425,1,42,5,12,0,0,52,no
63579,1,34,3,7,0,0,62,no
39967,3,37,3,5,1,0,48,no
63742,2,31,,1,0,0,43,no
27488,1,47,1,5,0,0,49,no
9398,1,39,3,10,0,0,58,no
20759,2,29,2,3,1,0,62,no
16648,1,26,,1,0,0,52,no
74721,1,28,4,2,1,0,79,no
63461,1,26,5,3,1,0,61,no
43493,1,33,4,8,1,0,68,no
52101,1,33,1,7,1,0,66,no
44508,2,30,3,4,0,0,88,no
51528,1,29,5,2,1,0,82,no
39177,1,33,3,9,0,0,51,no
42015,1,36,3,3,0,0,72,no
29831,1,33,1,8,0,0,44,no
43570,1,45,5,16,0,0,56,no
71705,1,33,3,5,1,0,50,no
27177,2,36,3,11,0,0,49,no
3715,2,30,4,2,1,0,85,yes
30127,2,30,3,1,0,0,83,no
25387,1,32,,1,1,0,97,yes
63858,1,34,1,3,0,0,50,no
70079,2,36,4,4,0,0,84,no
69552,1,38,5,7,1,0,47,no
41224,1,28,,1,0,0,83,no
73602,1,38,1,6,0,0,62,no
12564,1,36,3,3,0,0,75,no
17426,1,41,5,15,1,0,64,no
67948,1,37,5,6,1,0,58,no
4193,2,36,3,4,1,0,60,no
5159,1,44,2,6,0,0,50,no
58644,2,29,,1,0,0,51,no
69247,1,28,5,2,1,0,55,no
26813,3,30,3,3,0,0,73,no
70142,1,31,4,6,0,0,84,no
41842,1,49,3,13,0,0,56,no
21576,1,29,1,3,0,0,50,no
20627,1,54,1,25,0,0,54,no
51503,1,35,4,9,0,0,52,no
53180,2,25,1,3,1,0,64,no
16284,1,36,3,3,0,0,57,no
42643,1,38,3,4,1,1,51,yes
55819,1,32,4,5,0,0,72,no
35573,1,29,,1,1,0,84,yes
28502,1,42,1,6,0,0,49,no
49829,1,37,3,10,0,0,59,no
29584,1,47,3,4,1,0,56,no
50670,1,31,4,4,1,0,49,no
2824,1,52,3,20,0,0,83,no
41857,1,41,1,14,0,0,46,no
6270,1,38,1,10,0,0,82,no
48310,1,25,4,3,0,0,85,no
7133,1,28,2,2,0,0,62,no
70299,1,38,3,7,0,0,58,no
47108,1,41,3,13,1,0,48,yes
33425,1,35,3,8,0,0,68,no
17672,1,25,2,3,0,0,51,no
54236,1,51,5,7,1,0,76,no
9277,1,40,2,4,0,0,49,no
33948,1,29,1,6,0,0,88,no
73782,1,34,5,4,1,0,51,no
20154,1,41,4,6,1,0,62,no
48223,3,36,4,6,1,0,61,no
12866,1,33,3,5,0,0,49,no
72739,3,33,5,3,1,0,57,no
40685,1,37,1,4,1,0,72,no
76566,2,41,2,11,0,0,50,no
2949,1,33,2,4,0,0,71,no
18682,2,34,4,9,1,0,81,no
74712,1,37,5,9,0,0,70,yes
14113,1,28,,1,0,0,52,no
9673,1,36,3,9,0,0,61,no
65206,1,38,3,6,0,0,49,no
58972,1,25,,1,1,0,59,no
335,1,27,,1,0,0,42,no
32960,2,58,4,5,0,0,62,no
47845,1,35,3,8,0,0,72,yes
14164,1,52,5,8,0,0,58,no
73632,1,42,3,12,0,0,47,no
65114,1,25,3,2,0,0,68,no
68295,1,32,3,2,0,0,82,no
37560,1,29,3,2,0,0,70,no
58390,1,51,5,8,1,0,68,no
40729,1,32,5,4,1,0,59,no
90,1,33,4,4,1,1,63,no
3940,1,31,4,4,0,0,59,no
24611,1,22,4,2,0,0,48,no
37946,1,33,3,5,0,0,83,no
73743,1,49,5,18,1,0,51,no
22938,1,31,1,4,0,0,58,no
25338,1,36,5,10,1,0,59,no
25943,1,45,5,7,1,1,82,yes
51809,2,35,5,4,1,0,79,no
78176,1,30,4,4,0,0,56,no
47994,1,28,2,4,0,0,80,no
66258,1,38,4,12,0,0,84,no
47501,1,27,4,3,1,0,84,no
73425,3,28,3,3,0,0,83,no
15917,2,36,5,10,1,0,56,no
28622,1,42,2,5,0,0,77,no
20488,1,35,3,6,0,0,68,no
6338,2,35,5,2,0,0,51,no
68088,1,33,4,5,1,0,54,no
19424,1,48,5,19,0,0,48,no
44565,1,41,3,9,0,0,85,no
16219,1,26,5,2,0,0,51,no
44115,1,36,3,8,0,0,65,no
74306,1,39,3,7,0,0,55,no
68916,1,47,4,15,1,0,79,no
21343,1,28,5,1,1,0,62,no
24383,1,57,3,13,0,0,76,no
36032,1,35,4,7,1,1,50,yes
11985,1,35,5,4,1,0,51,yes
69270,1,34,5,5,1,0,66,no
9547,2,42,1,10,0,0,45,no
64805,2,27,3,3,0,0,57,no
67010,1,28,4,2,1,0,84,no
33728,1,31,2,7,0,0,58,no
48426,1,28,4,4,1,0,77,no
71713,1,34,5,6,1,0,50,no
46253,2,39,4,11,0,0,78,no
47168,1,33,5,2,1,0,92,yes
48364,1,34,5,10,1,0,68,no
64134,3,31,2,4,1,0,57,no
2894,1,42,1,2,0,0,50,no
34375,1,48,4,7,0,0,60,no
39136,1,31,4,6,0,0,61,no
28056,1,27,5,3,1,0,53,yes
34002,1,54,3,22,0,0,48,no
75848,1,57,5,13,0,0,50,no
63741,1,25,5,2,1,0,47,no
32800,1,50,4,16,0,0,57,no
34390,1,55,4,11,1,0,93,yes
53839,1,36,3,10,0,0,73,no
72300,2,31,1,5,0,0,70,no
2868,3,33,1,6,0,0,49,no
36679,3,30,5,5,1,0,69,no
46870,1,31,4,6,0,0,46,no
49489,2,27,4,2,0,0,85,no
7071,3,33,3,7,0,0,50,no
30823,1,32,4,3,1,0,74,no
38549,1,45,4,13,1,0,81,no
29154,1,36,4,10,1,0,59,no
77777,1,29,5,5,1,0,87,no
8988,1,41,4,7,0,0,59,no
7592,1,28,,1,0,0,81,no
57721,1,37,5,6,1,0,72,no
12482,1,33,3,4,1,0,52,yes
74655,1,42,4,11,1,0,60,no
20920,1,48,5,15,1,0,53,no
42516,1,46,5,2,1,0,82,no
39474,1,57,4,15,1,0,67,no
33024,1,27,2,2,0,0,83,no
5712,1,35,4,12,1,0,64,yes
72564,1,31,5,4,0,0,50,no
42177,1,37,4,8,0,0,63,no
74274,2,33,5,5,1,0,81,yes
54815,1,27,3,4,0,0,56,no
35029,2,38,4,5,1,0,68,no
73466,1,33,5,7,1,0,56,yes
74709,1,28,5,4,1,0,84,yes
43301,1,36,3,6,0,0,80,no
50375,2,28,5,5,1,0,71,no
62003,1,24,,1,0,0,58,no
75626,1,31,,1,0,0,52,no
51183,1,33,5,9,1,0,58,no
42184,1,50,3,5,0,0,61,no
55148,1,30,1,5,0,0,43,no
12228,2,26,,1,0,0,78,no
5506,1,34,2,8,0,0,48,no
68169,1,53,4,11,0,0,77,no
11417,1,45,3,10,0,0,81,no
39301,1,35,3,6,0,0,59,no
13834,1,36,3,10,0,0,72,yes
7951,2,34,5,7,1,0,60,no
76903,1,34,5,9,1,0,84,no
9624,1,38,4,10,0,0,59,no
69877,1,35,5,5,1,0,51,no
76870,1,48,3,19,0,0,52,no
2134,1,33,5,8,0,0,48,no
63659,1,39,2,9,0,0,79,no
59905,1,36,3,3,0,0,69,no
63036,1,25,,1,0,0,47,no
43062,1,39,3,3,1,0,50,no
58308,1,35,3,4,0,0,70,no
71242,1,37,3,8,0,0,80,no
62044,1,26,5,2,1,0,60,yes
23231,1,31,3,6,0,0,58,no
77119,2,26,1,2,0,0,75,no
60770,1,40,5,11,0,0,51,no
71330,1,31,3,6,0,0,47,no
23680,2,31,5,4,0,0,80,no
11842,2,23,,1,0,0,50,no
48154,1,37,5,3,1,1,56,yes
22299,2,45,5,5,0,0,61,no
69443,1,37,5,5,0,0,59,no
41825,1,30,3,5,1,0,84,no
35485,3,22,4,2,0,0,66,no
1782,1,31,1,7,0,0,49,no
26076,1,34,1,7,0,0,54,no
74247,1,39,5,8,0,0,49,no
54805,1,33,1,7,0,0,71,no
27325,1,41,5,5,1,0,57,no
36159,1,23,,1,1,0,82,no
43573,1,43,3,14,0,0,51,no
24520,1,31,4,4,0,0,60,no
64417,1,38,4,10,1,0,74,no
30743,3,32,3,2,0,0,72,no
62827,1,30,3,2,1,0,44,no
41147,1,56,3,5,1,0,44,no
13321,1,31,5,7,1,0,50,no
23938,1,25,1,2,0,0,56,no
31372,1,37,3,4,1,0,56,no
40697,2,35,3,4,1,0,86,yes
9268,1,25,3,2,0,0,48,no
14068,2,44,1,2,0,0,53,no
61426,1,24,,1,1,0,57,no
38537,3,26,3,2,0,0,85,no
6877,1,45,1,13,0,0,45,no
40884,3,38,5,2,1,0,87,yes
32244,2,28,3,5,0,0,81,no
72395,1,27,4,1,0,0,44,no
76434,2,51,1,3,0,0,70,no
58219,3,27,5,3,0,0,86,no
2713,1,38,1,7,0,0,70,no
47524,1,30,5,2,1,0,55,no
67075,1,36,3,8,0,0,71,no
32132,2,40,3,9,0,0,69,no
70875,1,41,4,13,1,0,81,no
51203,1,44,3,4,0,0,60,no
45878,1,37,5,8,0,0,51,no
57109,1,56,5,19,1,0,62,no
48214,1,35,4,9,0,0,74,no
70621,2,41,2,5,0,0,45,no
54912,1,39,2,5,0,0,78,no
46293,2,28,3,4,0,0,62,no
25437,3,45,4,17,0,0,61,no
51985,2,28,4,2,0,0,47,no
12137,1,26,4,3,1,0,70,no
45960,1,27,3,2,0,0,61,no
64939,1,38,3,7,0,1,70,no
56916,1,30,3,6,0,0,93,yes
25376,1,32,4,8,0,0,53,no
6676,1,28,5,4,1,0,71,no
52008,1,27,3,3,0,0,76,no
43054,1,40,5,8,1,0,52,no
23500,1,31,5,4,1,0,87,no
61985,2,44,4,6,1,0,60,no
44875,1,29,,1,1,0,48,no
10143,1,29,3,2,0,0,47,no
73045,1,28,5,4,1,0,57,no
25430,1,42,4,4,1,0,74,no
9121,1,24,,1,0,0,67,no
9939,1,39,3,11,0,0,83,no
57433,1,55,4,2,0,0,78,no
670,2,25,4,3,0,0,79,no
62635,1,26,5,2,1,0,79,no
42289,1,43,5,3,1,0,49,no
6447,1,46,4,8,0,0,61,no
47671,1,43,3,11,0,0,61,no
2002,1,31,3,7,0,0,57,no
59539,1,28,5,4,1,0,88,yes
3453,2,26,1,2,0,0,81,no
16031,2,25,3,4,0,0,61,no
45599,1,26,,1,1,0,60,no
62039,2,30,5,5,0,0,52,no
67455,1,33,3,2,1,0,71,yes
42476,2,39,5,5,0,0,90,yes
30783,1,39,1,5,0,0,46,no
63119,1,30,3,4,0,0,81,no
26839,1,39,4,8,0,0,66,no
52522,1,40,1,3,0,0,52,no
19259,1,25,3,2,1,0,58,no
74710,1,37,5,3,1,0,59,no
13936,1,50,5,18,1,0,73,no
12439,1,32,1,3,1,0,50,no
43380,1,30,5,5,1,0,77,no
77408,1,26,3,1,0,0,80,no
28180,1,27,,1,1,0,81,yes
10832,2,24,3,2,1,0,69,no
59610,1,39,3,10,0,0,68,no
32638,1,38,3,6,0,0,50,no
28296,1,59,3,4,0,0,53,no
44279,3,28,3,4,0,0,58,no
53966,1,34,4,10,0,0,52,no
14557,2,40,3,14,0,0,81,no
10583,1,38,3,9,0,0,81,no
72834,2,32,5,7,1,0,58,no
34757,1,39,3,9,0,0,70,no
4301,1,24,1,2,0,0,53,no
25822,1,26,2,2,0,1,50,no
71173,1,36,3,9,0,0,78,no
51788,1,39,3,10,0,0,57,no
71853,1,33,1,9,0,0,63,no
65290,1,38,3,7,1,0,84,no
2773,1,32,4,5,0,0,85,no
138,1,24,3,3,0,0,52,no
67210,1,51,3,19,0,0,59,yes
14965,2,33,1,8,0,0,49,no
45737,3,36,3,8,0,0,64,no
56855,2,32,4,8,0,0,63,no
46227,1,27,3,4,0,0,58,no
39470,1,31,2,2,1,0,84,no
30243,1,36,1,3,0,0,74,no
31129,1,45,5,5,0,0,47,no
67978,1,31,3,3,1,0,50,no
62698,1,53,3,13,0,0,46,no
48745,1,38,5,8,0,0,47,no
39214,1,31,2,2,0,0,62,no
53179,3,29,,1,0,0,70,no
75869,1,37,2,8,0,0,57,no
70104,1,31,,1,1,0,60,no
55007,1,29,3,7,1,0,60,no
31270,1,24,3,2,1,0,48,no
7942,1,34,1,10,0,0,81,no
31555,1,46,2,2,0,0,46,no
21187,1,36,4,9,0,0,70,no
57962,1,35,3,8,0,0,63,no
9124,1,34,4,7,0,0,47,no
44581,1,42,5,12,1,0,45,no
36226,1,48,2,7,0,0,50,no
34372,1,35,3,3,1,0,55,no
58525,1,42,1,14,0,0,49,no
16978,1,43,3,2,1,0,60,yes
34070,1,38,5,4,0,0,73,no
58770,1,28,5,2,0,0,47,no
34899,1,27,3,2,0,0,89,no
41756,1,28,5,3,1,0,56,no
23423,1,28,3,6,1,0,60,yes
7723,1,30,3,3,0,0,49,no
62566,1,40,3,13,0,0,49,no
70030,2,35,5,3,1,0,59,no
50892,2,25,,1,0,0,60,no
31196,1,44,3,13,0,0,46,no
17385,2,36,2,9,0,0,48,no
24749,1,35,3,4,0,0,70,no
7144,1,40,3,9,1,0,76,no
28269,1,32,5,3,1,0,50,no
44430,1,36,3,4,0,0,60,no
6416,1,29,5,2,1,0,47,no
9308,1,31,,1,0,1,98,yes
8155,1,33,5,3,1,0,78,no
52045,1,31,2,8,0,0,45,no
76988,2,33,3,7,0,0,50,no
68577,1,39,5,6,0,0,57,no
32951,2,31,3,2,0,0,63,no
75854,1,41,2,2,0,0,49,no
70399,1,41,5,6,1,1,61,no
26464,1,36,2,9,0,0,65,no
47002,1,31,3,5,1,0,76,no
72687,1,39,5,7,1,0,90,no
26821,2,26,3,3,0,0,50,no
1759,1,50,5,5,1,0,58,no
69731,2,30,5,3,1,0,61,no
75034,1,40,4,4,1,0,63,no
11590,1,31,4,3,0,0,60,no
31820,1,53,4,17,1,0,78,no
34198,1,58,4,18,0,0,67,no
17323,1,37,5,8,1,0,53,no
351,2,41,3,2,0,0,82,no
25626,1,31,1,4,0,0,59,no
63360,1,36,4,9,0,0,59,no
73831,1,30,2,2,1,0,83,no
72278,2,35,3,9,1,1,98,yes
17544,1,40,1,13,0,0,51,no
5214,1,44,5,5,1,0,67,no
12644,1,30,3,3,0,0,49,no
42367,2,27,1,2,0,0,52,no
67136,1,56,4,3,0,0,47,no
11537,1,32,3,6,1,0,58,yes
53146,1,26,3,3,1,0,50,no
38031,1,34,3,9,0,0,62,no
22303,1,34,5,7,1,0,73,yes
26612,3,40,3,4,0,0,52,no
53152,2,28,5,4,0,0,62,no
73112,1,37,2,8,0,0,47,no
74778,1,31,5,5,1,0,48,no
26590,1,39,5,4,0,0,68,yes
67850,1,32,1,3,0,0,84,no
12317,1,28,5,3,1,0,50,yes
48819,1,35,1,8,0,0,53,no
51690,1,58,3,16,0,0,68,no
44995,1,34,3,7,0,0,74,no
39502,2,43,1,14,0,0,60,no
68256,2,34,1,3,0,0,53,no
22787,1,38,5,8,1,0,51,no
23091,1,37,5,3,1,0,50,no
65755,1,34,4,8,0,0,47,no
7229,2,29,3,4,1,0,86,no
35983,1,35,4,10,1,0,61,no
66159,1,32,5,2,0,0,46,no
28809,2,30,4,6,1,0,83,no
75038,5,26,3,2,0,0,51,no
73920,1,28,,1,0,0,66,no
1924,1,26,2,2,0,0,81,no
7537,1,52,3,13,0,0,74,yes
35391,3,31,4,4,1,0,83,no
20339,1,31,2,6,0,0,84,no
46716,1,26,1,4,0,0,83,no
5475,1,36,5,7,0,0,52,no
59976,1,28,3,3,0,0,67,no
76396,1,43,3,2,0,0,53,no
6300,1,30,3,6,1,0,69,no
48527,1,31,5,7,1,0,57,no
2817,1,25,4,3,0,0,63,no
65515,3,25,,1,0,0,46,no
8321,1,44,4,5,0,0,53,no
38885,1,31,3,7,0,0,48,no
41584,3,31,1,5,0,0,68,no
53461,1,40,4,4,0,0,59,no
53764,1,37,2,12,0,0,70,no
64534,1,31,4,7,1,0,71,no
49708,1,28,,1,1,0,63,no
62516,2,31,2,2,0,0,83,no
41063,1,32,5,7,1,0,71,no
15922,2,33,5,2,1,0,62,no
65044,1,41,5,13,1,0,58,no
50346,1,25,1,2,0,0,52,no
45081,1,31,2,2,0,0,81,no
45276,1,36,4,5,0,0,76,no
53748,1,33,4,6,0,0,44,no
36097,1,29,5,4,1,1,88,no
63014,1,25,,1,1,0,54,yes
33712,1,31,1,6,0,0,64,no
172,2,34,4,8,0,0,81,no
18956,1,34,3,6,0,0,72,no
29064,1,40,3,6,0,0,67,no
62744,1,34,3,6,0,0,93,yes
14593,1,34,4,9,1,0,68,no
65769,1,30,4,8,0,0,50,no
10990,1,28,3,3,0,0,64,no
39794,1,25,,1,1,0,62,no
1342,1,28,,1,1,0,65,no
46171,1,36,4,3,0,0,59,no
30053,1,56,5,24,1,0,69,no
54778,2,38,5,7,0,0,88,yes
66277,1,32,3,6,1,0,70,no
72532,1,36,3,8,0,0,83,yes
4264,1,44,1,2,0,0,50,no
24623,1,34,3,4,0,0,59,no
54032,2,43,2,10,0,0,52,no
32060,1,42,5,5,1,0,61,no
47980,1,30,5,5,0,0,43,no
39449,1,35,5,9,0,0,46,no
65802,1,34,3,7,0,0,71,no
47781,1,27,4,3,1,0,85,no
23966,1,26,4,3,0,0,63,no
58745,2,34,5,4,1,0,56,no
17576,6,25,,1,1,0,50,yes
28126,2,32,3,9,0,0,62,no
70165,1,30,3,2,1,0,82,yes
76315,1,36,5,4,1,0,58,no
30532,1,30,4,3,0,0,58,no
26968,1,24,,1,0,0,61,no
78017,1,30,3,5,0,0,50,no
61224,1,29,,1,0,0,65,no
22935,1,48,2,15,0,0,68,no
35926,1,41,5,8,1,0,58,no
54921,1,44,3,4,0,0,60,no
41376,1,45,4,12,0,0,46,no
51030,1,50,4,8,0,0,58,no
69232,2,34,2,3,0,0,83,no
1337,3,24,,1,0,0,66,yes
77718,1,37,3,11,0,0,60,no
21746,1,32,4,2,0,0,83,yes
57602,1,44,5,11,0,0,46,no
69110,1,35,3,9,1,0,54,no
57926,1,32,3,5,0,0,61,no
32192,1,27,5,2,1,0,49,yes
6172,1,43,1,15,0,0,80,no
9967,1,35,3,10,0,0,68,no
35415,1,27,3,2,1,0,50,no
42858,1,37,3,9,1,0,74,no
13070,1,39,3,4,0,0,46,no
69470,1,32,5,7,0,0,42,no
27224,1,40,3,9,0,0,82,no
41598,1,44,5,12,1,0,66,no
34461,1,26,3,3,0,0,48,no
37107,2,29,3,2,0,0,71,no
929,1,31,2,4,0,0,81,yes
29578,1,46,2,3,0,0,54,no
44093,1,34,5,5,1,0,62,no
70768,1,29,3,2,1,0,54,no
11969,1,45,4,13,0,0,83,no
56159,1,34,3,4,0,0,62,no
12671,2,30,,1,0,0,60,no
4689,1,47,5,5,1,0,69,no
65273,1,29,4,8,1,0,70,yes
4768,4,27,4,2,0,0,73,no
37782,1,36,3,4,0,0,56,no
71159,1,39,5,11,0,0,51,no
23806,1,36,5,9,1,0,76,no
43184,1,26,,1,0,0,47,no
50296,2,26,3,2,0,0,67,no
41661,1,37,4,4,0,0,48,no
59577,1,27,3,3,0,0,55,no
41260,1,30,3,4,1,0,86,no
13654,1,38,4,4,0,0,61,no
52673,1,32,5,7,1,0,64,no
47649,1,27,3,5,0,0,77,no
6365,1,28,1,6,0,0,58,no
26742,1,28,5,2,0,0,53,no
55916,1,33,5,6,0,0,84,no
334,1,29,,1,0,0,70,no
70645,2,59,2,28,0,0,52,no
35196,2,48,3,4,0,1,81,yes
14677,1,35,3,4,0,0,83,no
13118,1,38,3,4,0,0,68,no
20550,2,28,3,6,0,0,84,no
67064,1,27,3,4,0,0,70,no
65851,1,22,,1,0,0,55,no
33062,1,28,,1,0,0,59,no
62912,1,32,3,5,0,0,84,no
36681,1,28,2,4,1,1,62,no
61106,1,36,3,3,1,0,61,no
36959,1,35,3,2,0,0,55,no
9129,1,35,2,4,0,0,73,no
17383,1,37,1,8,0,0,47,no
42317,1,30,1,2,0,0,79,no
61690,1,31,5,6,0,0,59,no
66867,1,31,3,5,1,0,61,no
63318,1,34,3,7,0,0,79,no
73965,1,32,4,4,0,0,58,no
67694,1,32,2,5,0,0,71,no
48163,1,35,5,3,1,0,69,no
19702,1,40,4,12,0,0,59,no
20430,1,24,,1,1,0,60,yes
63595,1,38,5,12,1,0,56,no
33732,1,32,,1,0,0,48,no
6568,1,32,4,4,0,0,57,no
69765,1,31,4,6,1,0,51,no
37077,1,38,5,8,1,0,50,no
54543,1,40,4,6,1,0,50,no
11637,1,38,5,7,1,0,72,no
55413,1,40,5,5,1,0,68,no
69969,3,25,5,2,1,0,78,no
71615,2,55,3,8,1,0,71,no
50023,1,33,4,3,1,1,47,no
64208,2,35,3,3,0,0,62,no
19083,1,33,1,2,1,0,66,no
77411,1,54,2,7,0,0,62,no
25596,1,36,3,8,0,0,52,no
60080,3,32,3,7,0,0,72,no
19498,1,50,3,17,0,0,45,no
45521,1,37,4,7,0,0,72,no
13738,1,31,,1,0,0,59,no
16214,2,29,,1,0,0,67,no
31936,3,29,,1,1,0,84,no
24275,1,30,3,6,0,0,58,no
50264,2,42,3,5,0,0,82,no
65703,1,30,5,2,0,0,80,yes
55966,1,30,5,5,0,0,48,no
37858,2,32,4,5,1,0,56,no
59136,2,38,3,3,0,0,81,no
1207,2,26,3,3,0,0,59,no
24909,1,44,3,21,0,0,63,no
56536,1,37,3,8,0,0,49,no
19606,1,33,5,2,1,0,49,no
28168,1,27,3,3,0,0,81,no
36643,1,28,,1,0,0,60,no
35751,1,35,2,8,1,0,62,no
15225,2,35,5,3,1,0,91,no
36700,3,27,3,4,0,0,53,no
39564,1,31,3,3,0,0,60,no
15911,1,29,3,5,1,0,85,no
21216,1,30,1,6,0,0,56,no
13336,1,24,,1,1,0,86,no
56837,1,32,2,6,0,0,62,no
57332,1,39,5,6,1,0,49,no
6462,1,25,,1,0,0,55,no
56634,1,32,2,6,0,0,87,no
1577,1,32,5,6,1,0,77,no
49849,1,27,5,2,0,0,48,no
5595,2,32,4,8,0,0,72,no
12253,1,44,3,13,0,0,63,no
21185,1,40,3,5,0,0,77,no
130,2,29,3,2,0,0,88,no
35040,1,34,5,5,1,0,61,yes
32357,1,49,5,12,1,0,81,yes
